Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
France,Europe - Western,Europe,Europe & Central Asia,1972,[1972],2.327,33681.10832,13.7,72.38,51572812,93.514
French Guiana,America - South,Central and South America,America,1972,[1972],4.267,13802.33516,,65.706,51945,0.577
French Polynesia,Oceania,Oceania,East Asia & Pacific,1972,[1972],4.889,29134.31248,,60.836,118303,29.576
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],5.208,22803.89681,,48.316,551811,2.062
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.185,1512.173673,120.8,39.556,487790,43.186
Georgia,Asia - Western,Asia,Europe & Central Asia,1972,[1972],2.579,7482.452143,,68.086,4791473,68.744
Germany,Europe - Western,Europe,Europe & Central Asia,1972,[1972],1.8,36032.36054,20.6,71.01,78549958,220.014
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.915,2356.447416,116.8,49.911,9167822,38.434
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,,,,24985,4164.167
Greece,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.351,24259.60611,30.7,71.576,8870711,67.224
Greenland,America - North,North America,America,1972,[1972],2.77,37352.04846,,,48209,0.022
Grenada,America - Central,Central and South America,America,1972,[1972],4.537,4809.167875,,64.462,93896,272.953
Guadeloupe,America - Central,Central and South America,America,1972,[1972],4.548,7634.917268,,65.993,325123,190.688
Guam,Oceania,Oceania,East Asia & Pacific,1972,[1972],4.137,,,66.473,89350,162.75
Guatemala,America - Central,Central and South America,America,1972,[1972],6.208,8062.816542,111.5,53.436,5752386,52.828
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],,35622.67448,,,53818,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.25,1483.332461,189,37.255,4228217,17.198
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.812,1640.449175,,44.363,628890,17.409
Guyana,America - South,Central and South America,America,1972,[1972],4.974,4878.292811,55.2,59.687,735823,3.423
Haiti,America - Central,Central and South America,America,1972,[1972],5.643,3308.913892,156.5,47.915,4877645,175.771
Holy See,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,,,,660,1500
Honduras,America - Central,Central and South America,America,1972,[1972],7.111,5059.684689,93.5,53.763,2841609,25.352
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],,16631.85629,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.067,20337.31223,38.3,69.76,10393745,111.722
Iceland,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.88,31596.12724,11.8,74.46,209722,2.036
India,Asia - Southern,Asia,South Asia,1972,[1972],5.323,1515.708895,136.9,50.281,579871075,176.399
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],5.338,2222.215814,106.3,53.746,124507744,65.373
Iran,Asia - Southern,Asia,Middle East & North Africa,1972,[1972],6.292,17970.00228,130.7,52.561,30197689,18.322
Iraq,Asia - Western,Asia,Middle East & North Africa,1972,[1972],7.234,18404.02459,74.3,59.47,10700247,24.412
Ireland,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],3.785,19061.54579,18.2,71.02,3039128,43.247
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],,18006.64887,,,58567,102.39
Israel,Asia - Western,Asia,Middle East & North Africa,1972,[1972],3.798,25573.86445,,71.572,3033863,137
Italy,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.377,24538.54756,26.4,72.19,54074032,179.458
Jamaica,America - Central,Central and South America,America,1972,[1972],5.108,14867.77859,41.1,68.767,1924871,175.132
Japan,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],2.109,29557.57273,11.9,73.42,106619818,282.158
Jersey,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],,,,,70268,
Jordan,Asia - Western,Asia,Middle East & North Africa,1972,[1972],7.818,4221.712618,59.7,61.545,1825322,20.431
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],3.44,13492.81309,66.7,63.107,13540301,4.969
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],8.012,2444.719936,86.2,53.364,12082989,20.82
Kiribati,Oceania,Oceania,East Asia & Pacific,1972,[1972],5.346,10631.76849,91.8,52.324,45777,63.054
Kuwait,Asia - Western,Asia,Middle East & North Africa,1972,[1972],6.978,218695.7339,48,66.692,870446,48.852
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],4.724,5154.651655,,61.104,3103694,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],1.958,11911.32375,,70.26,2405177,37.232
Lebanon,Asia - Western,Asia,Middle East & North Africa,1972,[1972],4.73,12796.86767,44.3,66.565,2597588,249.768
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],5.802,993.1631845,125.7,49.627,1076100,35.451
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.777,1606.010907,179,40.522,1521565,13.662
Libya,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],7.929,42022.99442,87.2,57.995,2169965,1.233
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1972,[1972],,71087.54099,,,22196,138.725
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.291,21463.26609,18.7,71.26,3204064,49.067
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1972,[1972],1.778,47766.39599,16.9,70.71,346805,134.109
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],,18688.36618,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.318,3497.125965,97,45.735,6909376,11.77
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.389,1169.243942,194.5,41.511,4814073,40.631
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],4.603,5698.18956,40,65.258,11461117,34.747
Maldives,Asia - Southern,Asia,South Asia,1972,[1972],7.159,1438.642758,158.1,45.69,123266,413.644
Mali,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.924,1162.737752,187.6,33.782,6249101,5.039
Malta,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],1.975,8258.982569,22.1,71.045,303123,959.25
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1972,[1972],,11437.45985,59.7,,22340,123.425
Martinique,America - Central,Central and South America,America,1972,[1972],4.165,19940.54377,,67.019,327918,297.566
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.759,3173.703562,105.8,50.046,1201462,1.172
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],3.575,5150.968316,60.6,63.534,852981,418.128
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.928,,,63.588,39955,106.832
Mexico,America - Central,Central and South America,America,1972,[1972],6.525,13618.81338,72.2,62.333,55081201,28.128
Monaco,Europe - Western,Europe,Europe & Central Asia,1972,[1972],,42306.8123,,,24282,16296.644
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],7.497,2843.48395,,56.192,1359478,0.868
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.625,15556.82803,,70.906,528905,38.293
Montserrat,America - Central,Central and South America,America,1972,[1972],,12152.5027,,,11646,114.176
Morocco,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],6.485,3860.38995,115.8,53.311,16099392,36.053
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],6.58,1449.835607,174.6,40.181,9882427,12.329
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],5.791,1450.093558,111.5,51.817,27475978,40.61
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],6.57,7492.161896,63.5,53.645,829810,1.007
Nauru,Oceania,Oceania,East Asia & Pacific,1972,[1972],,13877.46086,,,6743,321.095
Nepal,Asia - Southern,Asia,South Asia,1972,[1972],5.945,1349.576259,171.6,43.268,12472000,84.739
Netherlands,Europe - Western,Europe,Europe & Central Asia,1972,[1972],2.15,33871.14547,11.8,73.75,13231426,318.615
Netherlands Antilles,Europe - Western,Europe,America,1972,[1972],2.69,22091.36601,,70.046,162504,203.13
New Caledonia,Oceania,Oceania,East Asia & Pacific,1972,[1972],5.173,64002.61372,,63.455,114294,6.153
New Zealand,Oceania,Oceania,East Asia & Pacific,1972,[1972],2.90378,32092.07457,16.2,71.89,2930577,10.833
Nicaragua,America - Central,Central and South America,America,1972,[1972],6.807,9377.186533,110.8,54.937,2549185,19.609
Niger,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],7.495,1908.418473,137.6,36.621,4640560,3.663
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.575,1698.388838,160,42.047,60191508,65.159
Niue,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,,,4727,18.181
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],,,48,,,124.728
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1972,[1972],,6191.637441,,,14142,30.478
Norway,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.38,17809.79818,12.1,74.34,3934529,10.215
Oman,Asia - Western,Asia,Middle East & North Africa,1972,[1972],7.414,10618.03855,136,51.92,787002,2.543
Pakistan,Asia - Southern,Asia,South Asia,1972,[1972],6.605,1049.938981,134.5,54.505,62751275,78.824
Palau,Oceania,Oceania,East Asia & Pacific,1972,[1972],,28494.55189,,,11853,25.824
Panama,America - Central,Central and South America,America,1972,[1972],4.939,5364.249663,47.2,66.503,1595314,21.125
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1972,[1972],6.108,1898.542817,93.6,47.352,2576020,5.566
Paraguay,America - South,Central and South America,America,1972,[1972],5.456,2523.337977,56.1,65.822,2606357,6.408
Peru,America - South,Central and South America,America,1972,[1972],6.073,5937.827283,97,55.02,13941958,10.848
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],6.041,1989.37407,54.5,61.245,37545635,125.152
Poland,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.231,8006.506993,28.7,70.85,33084382,102.349
Portugal,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.882,9022.247417,47.2,69.26,8820645,95.895
Puerto Rico,America - Central,Central and South America,America,1972,[1972],3.006,9123.041742,,72.216,2793569,314.768
Qatar,Asia - Western,Asia,Middle East & North Africa,1972,[1972],6.794,81068.89506,43.5,69.488,129227,11.748
Romania,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.530973451,8011.414402,48.7,68.755,20674980,86.727
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],1.993,9954.959025,33.2,69.02,131838010,7.721
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],8.278,590.5806638,131.6,44.554,3988895,151.45
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],,1917.350277,,,5078,
Saint Kitts and Nevis,America - Central,Central and South America,America,1972,[1972],,3182.978186,,,44339,
Saint Lucia,America - Central,Central and South America,America,1972,[1972],5.813,3291.34907,,64.21,106064,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1972,[1972],5.629,3012.804078,,65.708,92463,
Saint-Pierre-et-Miquelon,America - North,North America,America,1972,[1972],,,,,5644,
Samoa,Oceania,Oceania,East Asia & Pacific,1972,[1972],7.039,3623.393336,,55.777,146330,51.688
San Marino,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,18788.21673,,,19395,317.951
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],6.51,1532.985254,56.8,57.114,76896,79.768
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1972,[1972],7.299,24837.42865,110,54.875,6311207,2.936
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],7.405,1597.712056,117.2,40.562,4370991,22.219
Serbia,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.366,10522.06749,,68.389,8307669,94.02
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],5.468,7221.749947,48.3,66.706,54087,118.873
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.798,1353.759762,183.1,36.272,2688527,37.476
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],2.836,8597.756202,19.6,68.859,2152644,3151.748
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.497,9674.167626,,70.35,4585443,93.517
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.239,12383.4862,,69.759,1694389,83.649
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1972,[1972],7.145,864.9742531,65.9,55.319,172319,5.963
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.118,1254.576127,,41.727,3673532,5.761
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],5.482,7765.962636,,53.504,23736249,19.439
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],6.903,1668.28556,,36.573,3198874,
Spain,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.86,10638.75131,21.1,73.06,34553119,68.288
Sri Lanka,Asia - Southern,Asia,South Asia,1972,[1972],4.083,1213.39553,52.3,64.953,13063663,199.111
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1972,[1972],6.91,1659.652775,92.1,52.897,12436311,6.24
Suriname,America - South,Central and South America,America,1972,[1972],5.336,5504.437533,,63.844,372648,2.275
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],6.87,3364.836625,108.7,49.238,472236,27.196
Sweden,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],1.913,17610.5099,10.3,74.72,8117863,18.041
Switzerland,Europe - Western,Europe,Europe & Central Asia,1972,[1972],1.923,27195.11304,13.6,73.78,6269871,151.872
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],,4589.726221,14,69.35,15226000,
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],6.814,4324.560863,117,60.709,3136061,21.915
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],5.181,1524.358936,65.8,60.455,39109571,76.22
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],5.541,1214.146539,,39.074,637590,42.866
Togo,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],7.182,1649.660188,124.5,47.777,2225052,39.184
Tokelau,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,,,1574,131.167
Tonga,Oceania,Oceania,East Asia & Pacific,1972,[1972],5.616,1851.851397,35.7,65.486,86347,132.842
Trinidad and Tobago,America - Central,Central and South America,America,1972,[1972],3.432,6619.551419,42.6,65.407,985548,192.115
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],6.16,2753.285994,109,53.442,5326668,32.557
Turkey,Asia - Western,Asia,Europe & Central Asia,1972,[1972],5.375,3879.150411,118.5,53.498,37054168,47.289
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],6.175,6360.0472,,59.024,2318070,4.749
Turks and Caicos Islands,America - Central,Central and South America,America,1972,[1972],,5635.859059,,,5924,13.777
Tuvalu,Oceania,Oceania,East Asia & Pacific,1972,[1972],,2349.435505,,,7459,286.885
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.107,950.735869,109.1,49.131,10012125,41.538
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.059,6180.776355,26.8,70.86,48050256,79.593
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1972,[1972],6.402,12703.61046,60.5,63.018,322868,3.862
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1972,[1972],2.074,15895.11641,17.1,72.1,55964697,230.402
United States of America,America - North,North America,America,1972,[1972],2.008,24654.03512,18.3,71.34,213250350,22.146
Uruguay,America - South,Central and South America,America,1972,[1972],2.969,5703.408898,46,68.733,2820734,16.117
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],6.338,2231.053746,,63.519,12759275,28.519
Vanuatu,Oceania,Oceania,East Asia & Pacific,1972,[1972],6.134,2255.250144,70.9,53.52,90831,7.452
Venezuela,America - South,Central and South America,America,1972,[1972],5.053,10505.25966,45.6,65.816,11428022,12.53
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1972,[1972],6.35,699.5016441,53.7,58.858,46994771,141.683
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1972,[1972],,2325.397474,,,8775,43.875
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1972,[1972],7.749,3133.409277,,57.103,1180264,196.057
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],6.597,,,43.066,73333,0.276
Yemen,Asia - Western,Asia,Middle East & North Africa,1972,[1972],,,,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.446,1773.498265,103,49.97,4426079,5.881
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.42,799.3621758,69.4,55.586,5573154,14.262
Afghanistan,Asia - Southern,Asia,South Asia,1976,[1976],7.67,2598.577442,183,39.417,13766792,21.112
Albania,Europe - Southern,Europe,Europe & Central Asia,1976,[1976],4.244,10552.84688,60.8,69.121,2454255,85.371
Algeria,Africa - Northern,Africa,Middle East & North Africa,1976,[1976],7.339,13927.87023,129.3,53.656,16533323,6.942
American Samoa,Oceania,Oceania,East Asia & Pacific,1976,[1976],,18964.20997,,,30305,152.286
Andorra,Europe - Southern,Europe,Europe & Central Asia,1976,[1976],,98522.38252,,,32156,68.709
Angola,Africa - Central,Africa,Sub-Saharan Africa,1976,[1976],7.186,9150.947477,,39.324,6808850,5.461
Anguilla,America - Central,Central and South America,America,1976,[1976],,19180.52078,,,6662,73.209
Antigua and Barbuda,America - Central,Central and South America,America,1976,[1976],2.514,11975.41496,,67.768,69910,158.167
Argentina,America - South,Central and South America,America,1976,[1976],3.366,28835.76168,50.1,68.248,26492716,9.528
Armenia,Asia - Western,Asia,Europe & Central Asia,1976,[1976],2.646,8751.949305,70.5,70.782,2882831,96.739
Aruba,America - Central,Central and South America,America,1976,[1976],2.472,20410.91812,,71.14,60589,336.606
Australia,Oceania,Oceania,East Asia & Pacific,1976,[1976],2.06,55053.2038,13.5,72.88,14067994,1.817
Austria,Europe - Western,Europe,Europe & Central Asia,1976,[1976],1.688,56622.88628,18.1,71.82,7580564,90.398
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1976,[1976],3.814,9158.115378,,65.387,5784587,66.797
Bahamas,America - Central,Central and South America,America,1976,[1976],3.139,26916.78209,27.3,67.55,192885,13.899
Bahrain,Asia - Western,Asia,Middle East & North Africa,1976,[1976],5.414,37540.42149,34.4,67.615,282245,406.693
Bangladesh,Asia - Southern,Asia,South Asia,1976,[1976],6.758,1348.413207,143.5,50.435,72053923,500.381
Barbados,America - Central,Central and South America,America,1976,[1976],2.288,22829.55241,29.9,67.145,246523,573.309
